Player,Country,Position,Goals,Minutes Played,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Infraction Score,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Total Actions
Jeremy Arevalo,ECU,FW,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Adam Arous,TUN,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Khalil Ayari,TUN,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Christopher Bonsu Baah,GHA,FW,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Anas Badawi,JOR,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bae Junho,KOR,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Nour Baniateyah,JOR,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Kosta Barbarouses,NZL,FW,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Meshaal Barsham,QAT,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Dylan Batubinsika,COD,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Oliver Baumann,GER,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Altay Bayindir,TUR,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Lachlan Bayliss,NZL,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Youssef Belammari,MAR,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sabri Ben Hessen,TUN,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Goncalo Inacio,POR,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Augustine Boakye,GHA,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Tyrick Bodak,CUW,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Chris Brady,USA,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Marcio Rosa,CPV,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Santiago Bueno,URU,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Duje Caleta Car,CRO,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jorge Carrascal,COL,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Adalberto Carrasquilla,PAN,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Denil Castillo,ECU,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sipho Chaine,RSA,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Roozbeh Cheshmi,IRN,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Raed Chikhaoui,TUN,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Cho Wije,KOR,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Logan Costa,CPV,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bradley Cross,RSA,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rui Silva,POR,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Dennis Dargahi,IRN,FW,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Giorgian De Arrascaeta,URU,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Koni De Winter,BEL,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Zeno Debast,BEL,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Milos Degenek,AUS,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Cameron Devlin,AUS,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Yehvann Diouf,SEN,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Willer Ditta,COL,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Trevor Doornbusch,CUW,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Stopira,CPV,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Josue Duverger,HAI,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Hjalmar Ekdal,SWE,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Tarek Alaa,EGY,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rayan Elloumi,TUN,FW,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Matthieu Epolo,COD,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Botirali Ergashev,UZB,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Martin Erlic,CRO,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Umar Eshmurodov,UZB,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Edgardo Farina,PAN,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Timothy Fayulu,COD,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Kevin Felida,CUW,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Gatito Fernandez,PAR,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Mark Flekken,NED,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Tyler Fletcher,SCO,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Toni Fruk,CRO,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Goncalo Guedes,POR,FW,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Joan Garcia,ESP,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Lutsharel Geertruida,NED,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jose Maria Gimenez,URU,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Owen Goodman,CAN,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Craig Gordon,SCO,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ricardo Goss,RSA,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Alex Grimaldo,ESP,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Parfait Guiagon,CIV,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Mert Gunok,TUR,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Rajaei Ayed,JOR,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Salah Zakaria,QAT,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Lucas Hernandez,FRA,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
George Hirst,SCO,FW,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Lukas Hornicek,CZE,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Hossein Hosseini,IRN,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Dominic Hyam,SCO,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Mahdy Soliman,EGY,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Danial Iri,IRN,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Paul Izzo,AUS,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Kristijan Jakic,CRO,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Tahsin Mohammed,QAT,FW,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jo Hyeonwoo,KOR,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Viktor Johansson,SWE,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Herman Johansson,SWE,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Alfie Jones,CAN,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
David Jurasek,CZE,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Mladen Jurkas,BIH,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Samukele Kabini,RSA,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Gael Kakuta,COD,FW,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Ngolo Kante,FRA,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Marvin Keller,SUI,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Liam Kelly,SCO,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Kim Taehyeon,KOR,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Mohamed Kone,CIV,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Dominik Kotarski,CRO,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jan Kuchta,CZE,FW,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Markhus Lacroix,HAI,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Lee Donggyeong,KOR,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Dejan Ljubicic,AUT,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Hassan Kadish,KSA,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Kobbie Mainoo,ENG,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Ali Majrashi,KSA,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Olwethu Makhanya,RSA,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jose Sa,POR,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Arjany Martha,CUW,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Emiliano Martinez,URU,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Melvin Mastil,ALG,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Thabang Matuludi,RSA,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Luis Mejia,PAN,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Santiago Mele,URU,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Antoine Mendy,SEN,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Garven Metusala,HAI,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Roderick Miller,PAN,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Alvaro Montero,COL,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Nikola Moro,CRO,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Nihad Mujakic,BIH,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Victor Munoz,ESP,FW,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Mohammed Muntari,QAT,FW,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Khulumani Ndamane,RSA,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Cherif Ndiaye,SEN,FW,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Evan Ndicka,CIV,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Moutaz Neffati,TUN,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Payam Niazmand,IRN,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Alexander Nuebel,GER,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Gaston Olveira,PAR,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Keisuke Osako,JPN,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
David Ospina,COL,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Assan Ouedraogo,GER,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Ivor Pandur,CRO,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Wilguens Paugain,HAI,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Alex Paulsen,NZL,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Facundo Pellistri,URU,FW,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Patrick Pentz,AUT,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Leo Pereira,BRA,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Alexandre Pierre,HAI,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Woodensky Pierre,HAI,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Nando Pijnaker,NZL,DF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Joaquin Piquerez,URU,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Juan Portilla,COL,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Fahad Talib,IRQ,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Moises Ramirez,ECU,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
David Raya,ESP,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Amirmohammad Razaghinia,IRN,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Robin Roefs,NED,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Logan Rogerson,NZL,FW,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Cristian Roldan,USA,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Alex Rufer,NZL,MF,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
